200,Clientes,Prueba 1
RMI,Cliente_109,565
TCP-mean,Cliente_109,0.8687924725561944
TCP-stdDev,Cliente_109,3.8576382916271235
Errores-TCP,Cliente_109,0
Errores-RMI,Cliente_109,0
RMI,Cliente_122,234
TCP-mean,Cliente_122,0.8630423418714062
TCP-stdDev,Cliente_122,2.4040518477684936
Errores-TCP,Cliente_122,0
Errores-RMI,Cliente_122,0
RMI,Cliente_81,460
RMI,Cliente_60,398
TCP-mean,Cliente_60,0.9105180533751962
TCP-stdDev,Cliente_60,3.871679201106222
Errores-TCP,Cliente_60,0
Errores-RMI,Cliente_60,0
TCP-mean,Cliente_193,0.9414225941422594
TCP-stdDev,Cliente_193,5.895864062118966
Errores-TCP,Cliente_193,0
Errores-RMI,Cliente_193,0
RMI,Cliente_32,240
TCP-mean,Cliente_32,0.930439330543933
TCP-stdDev,Cliente_32,5.567094956124034
Errores-TCP,Cliente_32,0
RMI,Cliente_72,559
RMI,Cliente_115,144
TCP-mean,Cliente_115,1.0010465724751438
TCP-stdDev,Cliente_115,6.249897870724005
Errores-TCP,Cliente_115,0
Errores-RMI,Cliente_115,0
RMI,Cliente_196,218
TCP-mean,Cliente_196,0.9231974921630094
RMI,Cliente_18,171
TCP-mean,Cliente_18,0.909566126502875
TCP-stdDev,Cliente_18,5.964056607538504
Errores-TCP,Cliente_18,0
Errores-RMI,Cliente_18,0
Errores-RMI,Cliente_32,0
RMI,Cliente_5,557
TCP-mean,Cliente_5,0.8447464715107161
TCP-stdDev,Cliente_5,3.838948721727078
Errores-TCP,Cliente_5,0
Errores-RMI,Cliente_5,0
RMI,Cliente_63,559
TCP-mean,Cliente_63,0.8906331763474621
TCP-stdDev,Cliente_63,2.3571864058422363
Errores-TCP,Cliente_63,0
Errores-RMI,Cliente_63,0
TCP-mean,Cliente_2,0.9298796441653584
TCP-stdDev,Cliente_2,3.6816404120529524
Errores-TCP,Cliente_2,0
Errores-RMI,Cliente_2,0
TCP-stdDev,Cliente_86,2.220312447374365
Errores-TCP,Cliente_86,0
Errores-RMI,Cliente_86,0
RMI,Cliente_118,264
TCP-mean,Cliente_118,0.967556253270539
TCP-stdDev,Cliente_118,5.389486659313541
Errores-TCP,Cliente_118,0
Errores-RMI,Cliente_118,0
RMI,Cliente_56,260
TCP-mean,Cliente_56,0.9330893883951908
TCP-stdDev,Cliente_56,5.453957613957259
Errores-TCP,Cliente_56,0
Errores-RMI,Cliente_56,0
TCP-mean,Cliente_92,0.8980658651332984
TCP-stdDev,Cliente_92,5.697236738326307
Errores-TCP,Cliente_92,0
Errores-RMI,Cliente_92,0
TCP-stdDev,Cliente_24,5.5381475281527734
Errores-TCP,Cliente_24,0
Errores-RMI,Cliente_24,0
RMI,Cliente_14,552
TCP-mean,Cliente_14,0.8489283847360167
TCP-stdDev,Cliente_14,2.9237871436663716
Errores-TCP,Cliente_14,0
Errores-RMI,Cliente_14,0
TCP-stdDev,Cliente_33,2.034533012933034
Errores-TCP,Cliente_33,0
Errores-RMI,Cliente_33,0
RMI,Cliente_99,551
TCP-mean,Cliente_99,0.801255230125523
TCP-stdDev,Cliente_99,2.834751192605651
Errores-TCP,Cliente_99,0
Errores-RMI,Cliente_99,0
TCP-mean,Cliente_65,0.9137029288702929
TCP-stdDev,Cliente_65,3.491678764998468
Errores-TCP,Cliente_65,0
Errores-RMI,Cliente_65,0
TCP-stdDev,Cliente_20,5.235360324819559
Errores-TCP,Cliente_20,0
Errores-RMI,Cliente_20,0
TCP-mean,Cliente_13,0.9137029288702929
TCP-stdDev,Cliente_13,2.9526210772051886
Errores-TCP,Cliente_13,0
Errores-RMI,Cliente_13,0
RMI,Cliente_111,568
TCP-mean,Cliente_111,0.9215481171548117
TCP-stdDev,Cliente_111,3.530814162393481
Errores-TCP,Cliente_111,0
Errores-RMI,Cliente_111,0
RMI,Cliente_29,265
TCP-mean,Cliente_29,0.9539748953974896
TCP-mean,Cliente_97,0.893305439330544
TCP-stdDev,Cliente_29,5.507789738046484
Errores-TCP,Cliente_29,0
RMI,Cliente_64,569
TCP-stdDev,Cliente_30,5.42634079969015
RMI,Cliente_79,552
TCP-stdDev,Cliente_181,3.227552478717689
TCP-mean,Cliente_79,0.9325313807531381
RMI,Cliente_194,215
TCP-stdDev,Cliente_79,3.885003389020056
Errores-TCP,Cliente_79,0
TCP-mean,Cliente_25,0.9314853556485355
RMI,Cliente_178,538
TCP-stdDev,Cliente_25,5.755933112411469
Errores-TCP,Cliente_25,0
TCP-stdDev,Cliente_8,3.5769289620223197
RMI,Cliente_179,553
RMI,Cliente_10,556
TCP-mean,Cliente_168,0.9581589958158996
TCP-stdDev,Cliente_168,3.258931461017193
Errores-TCP,Cliente_168,0
Errores-RMI,Cliente_168,0
RMI,Cliente_39,548
TCP-stdDev,Cliente_98,2.899683467442462
Errores-TCP,Cliente_98,0
Errores-RMI,Cliente_98,0
TCP-mean,Cliente_39,0.8514644351464435
RMI,Cliente_165,550
TCP-stdDev,Cliente_170,2.9226532473214006
Errores-TCP,Cliente_170,0
Errores-RMI,Cliente_170,0
TCP-mean,Cliente_165,0.8463949843260188
TCP-stdDev,Cliente_165,2.9516161137701196
Errores-TCP,Cliente_165,0
Errores-RMI,Cliente_165,0
RMI,Cliente_90,382
TCP-mean,Cliente_90,0.805759162303665
TCP-stdDev,Cliente_90,2.054102860082256
Errores-TCP,Cliente_90,0
Errores-RMI,Cliente_90,0
TCP-stdDev,Cliente_192,6.148893579567659
Errores-TCP,Cliente_192,0
Errores-RMI,Cliente_192,0
TCP-mean,Cliente_152,0.9435146443514645
RMI,Cliente_143,563
TCP-mean,Cliente_143,0.8844746471510716
TCP-stdDev,Cliente_143,3.860848619573317
Errores-TCP,Cliente_143,0
Errores-RMI,Cliente_143,0
TCP-stdDev,Cliente_73,2.0771111126776947
Errores-TCP,Cliente_73,0
Errores-RMI,Cliente_73,0
RMI,Cliente_93,238
TCP-mean,Cliente_93,0.9754312598013591
TCP-stdDev,Cliente_93,5.589823723276067
Errores-TCP,Cliente_93,0
Errores-RMI,Cliente_93,0
TCP-stdDev,Cliente_117,6.03324465754046
Errores-TCP,Cliente_117,0
Errores-RMI,Cliente_117,0
RMI,Cliente_148,563
TCP-mean,Cliente_148,0.8201777313120753
TCP-stdDev,Cliente_148,3.807312765767693
Errores-TCP,Cliente_148,0
Errores-RMI,Cliente_148,0
TCP-stdDev,Cliente_96,2.4702294231055424
Errores-TCP,Cliente_96,0
Errores-RMI,Cliente_96,0
RMI,Cliente_175,554
TCP-mean,Cliente_175,0.8793733681462141
TCP-stdDev,Cliente_175,2.8761316535921826
Errores-TCP,Cliente_175,0
Errores-RMI,Cliente_175,0
TCP-mean,Cliente_67,0.8833682008368201
TCP-stdDev,Cliente_67,5.686684840144122
Errores-TCP,Cliente_67,0
Errores-RMI,Cliente_67,0
TCP-stdDev,Cliente_150,5.6629850267674415
Errores-TCP,Cliente_150,0
Errores-RMI,Cliente_150,0
TCP-stdDev,Cliente_130,3.888068738188867
Errores-TCP,Cliente_130,0
Errores-RMI,Cliente_130,0
TCP-mean,Cliente_128,0.8891213389121339
TCP-stdDev,Cliente_128,3.582594905546031
Errores-TCP,Cliente_128,0
Errores-RMI,Cliente_128,0
TCP-mean,Cliente_139,0.9419456066945606
TCP-stdDev,Cliente_139,3.906635003610504
Errores-TCP,Cliente_139,0
Errores-RMI,Cliente_139,0
TCP-stdDev,Cliente_138,3.8838647909194886
Errores-TCP,Cliente_138,0
Errores-RMI,Cliente_138,0
TCP-mean,Cliente_119,0.8791208791208791
TCP-mean,Cliente_10,0.8657262277951933
TCP-stdDev,Cliente_152,3.901902468975978
Errores-TCP,Cliente_152,0
Errores-RMI,Cliente_152,0
TCP-stdDev,Cliente_39,2.639201561972571
Errores-TCP,Cliente_39,0
Errores-RMI,Cliente_39,0
TCP-mean,Cliente_179,0.8468374281233665
TCP-stdDev,Cliente_179,2.611259083722043
Errores-TCP,Cliente_179,0
Errores-RMI,Cliente_179,0
Errores-TCP,Cliente_8,0
Errores-RMI,Cliente_8,0
Errores-RMI,Cliente_25,0
TCP-mean,Cliente_178,0.875
TCP-stdDev,Cliente_178,2.930071061014415
Errores-TCP,Cliente_178,0
Errores-RMI,Cliente_178,0
Errores-RMI,Cliente_79,0
TCP-mean,Cliente_194,0.8892950391644908
TCP-stdDev,Cliente_194,2.7787453776457336
Errores-TCP,Cliente_194,0
Errores-RMI,Cliente_194,0
Errores-TCP,Cliente_181,0
Errores-RMI,Cliente_181,0
Errores-TCP,Cliente_30,0
Errores-RMI,Cliente_30,0
TCP-mean,Cliente_64,0.8092002090956613
TCP-stdDev,Cliente_64,2.226269770635706
Errores-TCP,Cliente_64,0
Errores-RMI,Cliente_64,0
Errores-RMI,Cliente_29,0
TCP-stdDev,Cliente_97,3.881766888759871
Errores-TCP,Cliente_97,0
Errores-RMI,Cliente_97,0
TCP-stdDev,Cliente_196,5.695866896522518
Errores-TCP,Cliente_196,0
Errores-RMI,Cliente_196,0
RMI,Cliente_82,523
TCP-mean,Cliente_82,0.8410872974385781
TCP-stdDev,Cliente_82,2.905525005208578
Errores-TCP,Cliente_82,0
Errores-RMI,Cliente_82,0
TCP-mean,Cliente_72,0.8838912133891214
TCP-mean,Cliente_81,0.8285415577626765
TCP-stdDev,Cliente_81,3.4833456070811373
Errores-TCP,Cliente_81,0
Errores-RMI,Cliente_81,0
TCP-stdDev,Cliente_72,3.826672512165248
Errores-TCP,Cliente_72,0
Errores-RMI,Cliente_72,0
TCP-stdDev,Cliente_119,5.363357905114811
Errores-TCP,Cliente_119,0
Errores-RMI,Cliente_119,0
TCP-stdDev,Cliente_10,2.3710739028422276
Errores-TCP,Cliente_10,0
Errores-RMI,Cliente_10,0
RMI,Cliente_48,155
RMI,Cliente_184,569
RMI,Cliente_149,556
RMI,Cliente_101,476
TCP-mean,Cliente_48,0.9566126502875065
TCP-mean,Cliente_184,0.8001046572475143
TCP-mean,Cliente_101,1.0178010471204189
TCP-stdDev,Cliente_48,6.096514169876902
Errores-TCP,Cliente_48,0
Errores-RMI,Cliente_48,0
TCP-mean,Cliente_149,0.9565217391304348
RMI,Cliente_76,548
RMI,Cliente_15,547
RMI,Cliente_41,507
TCP-mean,Cliente_76,0.8771562990067956
TCP-stdDev,Cliente_149,3.5705411962219227
Errores-TCP,Cliente_149,0
Errores-RMI,Cliente_149,0
TCP-mean,Cliente_15,0.92875851231011
TCP-mean,Cliente_41,0.9157949790794979
RMI,Cliente_102,198
TCP-stdDev,Cliente_76,3.870494478991045
Errores-TCP,Cliente_76,0
Errores-RMI,Cliente_76,0
RMI,Cliente_133,544
RMI,Cliente_85,491
RMI,Cliente_35,460
TCP-stdDev,Cliente_41,3.2570685114854427
Errores-TCP,Cliente_41,0
Errores-RMI,Cliente_41,0
RMI,Cliente_157,547
TCP-mean,Cliente_133,0.8173731030873888
TCP-mean,Cliente_85,0.9753668763102725
TCP-mean,Cliente_157,0.8927824267782427
TCP-mean,Cliente_35,0.8937728937728938
TCP-stdDev,Cliente_133,3.8091068828382952
Errores-TCP,Cliente_133,0
Errores-RMI,Cliente_133,0
RMI,Cliente_103,147
TCP-stdDev,Cliente_85,2.9710202529415968
Errores-TCP,Cliente_85,0
Errores-RMI,Cliente_85,0
RMI,Cliente_84,398
TCP-stdDev,Cliente_35,3.2038239104394624
RMI,Cliente_43,476
RMI,Cliente_123,554
TCP-mean,Cliente_84,0.872907949790795
TCP-mean,Cliente_43,0.8827225130890053
TCP-mean,Cliente_123,0.8906331763474621
TCP-stdDev,Cliente_84,3.863526788126681
Errores-TCP,Cliente_84,0
Errores-RMI,Cliente_84,0
TCP-stdDev,Cliente_43,3.4952271003770705
Errores-TCP,Cliente_43,0
Errores-RMI,Cliente_43,0
RMI,Cliente_70,260
RMI,Cliente_58,555
TCP-stdDev,Cliente_123,3.5443030204118604
Errores-TCP,Cliente_123,0
Errores-RMI,Cliente_123,0
TCP-mean,Cliente_70,0.992681651855724
RMI,Cliente_108,284
TCP-mean,Cliente_58,1.042386185243328
TCP-mean,Cliente_108,0.8362970711297071
TCP-stdDev,Cliente_70,5.488566147932581
Errores-TCP,Cliente_70,0
Errores-RMI,Cliente_70,0
RMI,Cliente_45,569
TCP-mean,Cliente_45,0.8602825745682888
TCP-stdDev,Cliente_108,2.6512570026642144
Errores-TCP,Cliente_108,0
Errores-RMI,Cliente_108,0
TCP-stdDev,Cliente_58,3.6076236736807865
Errores-TCP,Cliente_58,0
Errores-RMI,Cliente_58,0
RMI,Cliente_69,264
RMI,Cliente_47,262
TCP-stdDev,Cliente_45,2.330793502284775
Errores-TCP,Cliente_45,0
Errores-RMI,Cliente_45,0
TCP-mean,Cliente_47,0.9005756148613292
RMI,Cliente_163,544
RMI,Cliente_142,559
RMI,Cliente_37,171
RMI,Cliente_91,284
TCP-mean,Cliente_142,0.8176593521421107
TCP-stdDev,Cliente_47,5.394587543106864
Errores-TCP,Cliente_47,0
Errores-RMI,Cliente_47,0
RMI,Cliente_176,507
TCP-stdDev,Cliente_142,3.8032436188047414
Errores-TCP,Cliente_142,0
Errores-RMI,Cliente_142,0
RMI,Cliente_21,398
TCP-mean,Cliente_176,0.8083769633507853
RMI,Cliente_185,544
TCP-mean,Cliente_21,0.9466248037676609
TCP-mean,Cliente_185,0.7647673810768426
TCP-stdDev,Cliente_176,2.8854088578131973
Errores-TCP,Cliente_176,0
Errores-RMI,Cliente_176,0
TCP-stdDev,Cliente_185,2.525783955611687
Errores-TCP,Cliente_185,0
Errores-RMI,Cliente_185,0
RMI,Cliente_40,546
RMI,Cliente_46,382
RMI,Cliente_144,559
TCP-mean,Cliente_144,0.8849372384937239
TCP-mean,Cliente_46,0.8922594142259415
TCP-mean,Cliente_40,0.8154730789336121
TCP-stdDev,Cliente_40,3.2008772644922225
Errores-TCP,Cliente_40,0
Errores-RMI,Cliente_40,0
RMI,Cliente_31,259
TCP-stdDev,Cliente_46,3.567769294704422
Errores-TCP,Cliente_46,0
Errores-RMI,Cliente_46,0
RMI,Cliente_164,562
TCP-mean,Cliente_31,0.9085684430512017
TCP-stdDev,Cliente_144,3.8542134603230016
Errores-TCP,Cliente_144,0
Errores-RMI,Cliente_144,0
RMI,Cliente_186,559
RMI,Cliente_155,569
RMI,Cliente_129,552
RMI,Cliente_180,507
TCP-mean,Cliente_129,0.9015706806282723
RMI,Cliente_140,569
TCP-mean,Cliente_180,0.8713389121338913
TCP-mean,Cliente_140,0.8843537414965986
TCP-stdDev,Cliente_129,3.885905211539107
Errores-TCP,Cliente_129,0
Errores-RMI,Cliente_129,0
RMI,Cliente_126,565
RMI,Cliente_183,444
TCP-mean,Cliente_183,0.9486642221058146
TCP-mean,Cliente_126,0.901622187336473
RMI,Cliente_34,507
TCP-mean,Cliente_34,0.780564263322884
TCP-stdDev,Cliente_183,3.9105349306156696
Errores-TCP,Cliente_183,0
Errores-RMI,Cliente_183,0
RMI,Cliente_105,565
RMI,Cliente_27,185
TCP-mean,Cliente_27,0.9832635983263598
TCP-mean,Cliente_105,0.8467573221757322
RMI,Cliente_160,550
TCP-mean,Cliente_160,0.9261780104712042
RMI,Cliente_153,569
TCP-stdDev,Cliente_105,3.222412676852014
Errores-TCP,Cliente_105,0
Errores-RMI,Cliente_105,0
TCP-mean,Cliente_153,0.9115646258503401
RMI,Cliente_191,185
TCP-mean,Cliente_191,0.9843014128728415
TCP-stdDev,Cliente_160,3.28813439518113
Errores-TCP,Cliente_160,0
Errores-RMI,Cliente_160,0
RMI,Cliente_112,429
TCP-mean,Cliente_112,0.8725182863113897
RMI,Cliente_141,558
TCP-mean,Cliente_141,0.989010989010989
TCP-stdDev,Cliente_153,3.858977614211485
Errores-TCP,Cliente_153,0
Errores-RMI,Cliente_153,0
RMI,Cliente_145,569
TCP-mean,Cliente_145,0.9690613529103304
TCP-stdDev,Cliente_141,3.96127045879323
Errores-TCP,Cliente_141,0
Errores-RMI,Cliente_141,0
RMI,Cliente_158,545
TCP-mean,Cliente_158,0.8378661087866108
TCP-stdDev,Cliente_145,2.2134610610558667
Errores-TCP,Cliente_145,0
Errores-RMI,Cliente_145,0
TCP-stdDev,Cliente_158,3.542755771861761
Errores-TCP,Cliente_158,0
Errores-RMI,Cliente_158,0
RMI,Cliente_36,153
TCP-mean,Cliente_36,0.9303664921465968
RMI,Cliente_42,476
TCP-mean,Cliente_42,0.7992681651855724
TCP-stdDev,Cliente_36,6.259474023344457
Errores-TCP,Cliente_36,0
Errores-RMI,Cliente_36,0
TCP-stdDev,Cliente_42,3.164501793714376
Errores-TCP,Cliente_42,0
Errores-RMI,Cliente_42,0
RMI,Cliente_51,1
TCP-mean,Cliente_51,0.7485624673288029
RMI,Cliente_159,568
TCP-mean,Cliente_159,0.9335078534031414
TCP-stdDev,Cliente_159,3.256130383931776
Errores-TCP,Cliente_159,0
Errores-RMI,Cliente_159,0
RMI,Cliente_161,561
TCP-mean,Cliente_161,1.0109947643979058
RMI,Cliente_121,236
TCP-mean,Cliente_121,0.9738356881214024
RMI,Cliente_172,559
TCP-mean,Cliente_172,0.8243596445373759
TCP-stdDev,Cliente_172,2.884334532981874
Errores-TCP,Cliente_172,0
Errores-RMI,Cliente_172,0
TCP-stdDev,Cliente_121,5.686686637289969
Errores-TCP,Cliente_121,0
Errores-RMI,Cliente_121,0
TCP-stdDev,Cliente_112,3.5322735389773
Errores-TCP,Cliente_112,0
Errores-RMI,Cliente_112,0
TCP-stdDev,Cliente_191,5.882217792218846
Errores-TCP,Cliente_191,0
Errores-RMI,Cliente_191,0
TCP-stdDev,Cliente_27,5.881565788730583
Errores-TCP,Cliente_27,0
Errores-RMI,Cliente_27,0
RMI,Cliente_11,550
RMI,Cliente_53,382
RMI,Cliente_94,191
RMI,Cliente_171,549
RMI,Cliente_166,550
RMI,Cliente_78,558
RMI,Cliente_130,548
RMI,Cliente_66,398
RMI,Cliente_77,556
RMI,Cliente_169,551
RMI,Cliente_138,554
RMI,Cliente_100,563
RMI,Cliente_114,460
RMI,Cliente_124,550
RMI,Cliente_167,556
RMI,Cliente_188,551
RMI,Cliente_189,167
RMI,Cliente_0,570
RMI,Cliente_54,556
RMI,Cliente_187,571
TCP-mean,Cliente_54,1.0932425353588267
RMI,Cliente_23,265
TCP-mean,Cliente_23,0.8102456874019864
RMI,Cliente_28,216
TCP-mean,Cliente_28,0.8927824267782427
RMI,Cliente_22,262
TCP-mean,Cliente_22,0.8065865133298484
TCP-stdDev,Cliente_22,2.3615269907710523
Errores-TCP,Cliente_22,0
Errores-RMI,Cliente_22,0
RMI,Cliente_7,569
TCP-mean,Cliente_7,0.8283621140763998
TCP-stdDev,Cliente_7,3.8325564776092103
Errores-TCP,Cliente_7,0
Errores-RMI,Cliente_7,0
RMI,Cliente_95,233
TCP-mean,Cliente_95,0.9042386185243328
TCP-stdDev,Cliente_34,2.024127840949701
Errores-TCP,Cliente_34,0
Errores-RMI,Cliente_34,0
TCP-stdDev,Cliente_126,3.846852707966116
Errores-TCP,Cliente_126,0
Errores-RMI,Cliente_126,0
RMI,Cliente_137,560
TCP-mean,Cliente_137,0.8826610790990047
TCP-stdDev,Cliente_137,3.8340180129307027
Errores-TCP,Cliente_137,0
Errores-RMI,Cliente_137,0
TCP-stdDev,Cliente_140,3.8385416470822276
Errores-TCP,Cliente_140,0
Errores-RMI,Cliente_140,0
RMI,Cliente_162,554
TCP-mean,Cliente_162,0.8832460732984293
TCP-stdDev,Cliente_162,2.670663179629547
Errores-TCP,Cliente_162,0
Errores-RMI,Cliente_162,0
TCP-stdDev,Cliente_180,3.4588396677906585
Errores-TCP,Cliente_180,0
Errores-RMI,Cliente_180,0
TCP-mean,Cliente_186,0.8755880815473079
RMI,Cliente_195,216
TCP-mean,Cliente_195,0.880292733925771
TCP-stdDev,Cliente_195,2.4026891882039463
Errores-TCP,Cliente_195,0
Errores-RMI,Cliente_195,0
TCP-mean,Cliente_155,0.881151832460733
TCP-stdDev,Cliente_155,3.844355450572986
Errores-TCP,Cliente_155,0
Errores-RMI,Cliente_155,0
TCP-stdDev,Cliente_31,5.459310850477383
Errores-TCP,Cliente_31,0
Errores-RMI,Cliente_31,0
RMI,Cliente_12,523
TCP-mean,Cliente_12,0.956544502617801
TCP-stdDev,Cliente_12,3.264868782087514
Errores-TCP,Cliente_12,0
Errores-RMI,Cliente_12,0
RMI,Cliente_68,476
RMI,Cliente_113,429
TCP-mean,Cliente_113,0.8801047120418848
TCP-stdDev,Cliente_113,3.5357222637260928
Errores-TCP,Cliente_113,0
Errores-RMI,Cliente_113,0
RMI,Cliente_146,552
TCP-mean,Cliente_146,0.8944066910611604
TCP-stdDev,Cliente_146,3.529627432555453
Errores-TCP,Cliente_146,0
Errores-RMI,Cliente_146,0
TCP-mean,Cliente_164,0.8352510460251046
TCP-stdDev,Cliente_164,3.195602371786305
Errores-TCP,Cliente_164,0
Errores-RMI,Cliente_164,0
RMI,Cliente_17,559
TCP-mean,Cliente_17,0.803347280334728
TCP-stdDev,Cliente_17,2.300634187785458
Errores-TCP,Cliente_17,0
Errores-RMI,Cliente_17,0
RMI,Cliente_80,283
TCP-mean,Cliente_80,0.9388395190799791
TCP-stdDev,Cliente_80,5.469768849024104
Errores-TCP,Cliente_80,0
Errores-RMI,Cliente_80,0
TCP-stdDev,Cliente_21,3.887787351679667
Errores-TCP,Cliente_21,0
Errores-RMI,Cliente_21,0
RMI,Cliente_74,159
TCP-mean,Cliente_74,0.9330543933054394
TCP-stdDev,Cliente_74,2.5024497372410632
Errores-TCP,Cliente_74,0
Errores-RMI,Cliente_74,0
RMI,Cliente_156,555
RMI,Cliente_151,144
TCP-mean,Cliente_151,0.8468374281233665
TCP-stdDev,Cliente_151,2.4280685035303065
Errores-TCP,Cliente_151,0
Errores-RMI,Cliente_151,0
TCP-mean,Cliente_156,0.8953427524856097
RMI,Cliente_88,149
TCP-mean,Cliente_88,0.8980658651332984
TCP-stdDev,Cliente_88,6.06271125568778
Errores-TCP,Cliente_88,0
Errores-RMI,Cliente_88,0
TCP-mean,Cliente_91,0.8396029258098223
TCP-stdDev,Cliente_91,5.236305126554721
Errores-TCP,Cliente_91,0
Errores-RMI,Cliente_91,0
TCP-mean,Cliente_37,0.8672242550967068
TCP-stdDev,Cliente_37,6.102636476203358
Errores-TCP,Cliente_37,0
Errores-RMI,Cliente_37,0
RMI,Cliente_59,382
TCP-mean,Cliente_59,0.9707112970711297
TCP-stdDev,Cliente_59,4.157991236866256
Errores-TCP,Cliente_59,0
Errores-RMI,Cliente_59,0
TCP-mean,Cliente_163,0.9628466771323915
TCP-stdDev,Cliente_163,3.2770519765125457
Errores-TCP,Cliente_163,0
Errores-RMI,Cliente_163,0
TCP-mean,Cliente_69,0.913134484563056
TCP-stdDev,Cliente_69,5.352639392775671
Errores-TCP,Cliente_69,0
Errores-RMI,Cliente_69,0
RMI,Cliente_49,282
RMI,Cliente_62,564
TCP-mean,Cliente_62,0.9398220826792255
