400, Clientes, Prueba 1
Errores-TCP,Cliente_77,0
Errores-RMI,Cliente_77,0
RMI,Cliente_169,0
RMI,Cliente_56,1
TCP-mean,Cliente_169,3.0861182519280206
TCP-stdDev,Cliente_169,49.911093579583124
Errores-TCP,Cliente_169,0
Errores-RMI,Cliente_169,0
RMI,Cliente_202,1
TCP-mean,Cliente_202,3.5173299101412066
TCP-stdDev,Cliente_202,60.150586768829044
Errores-TCP,Cliente_202,0
Errores-RMI,Cliente_202,0
RMI,Cliente_25,2
TCP-mean,Cliente_25,3.1294871794871795
TCP-stdDev,Cliente_25,51.56330341154808
Errores-TCP,Cliente_25,0
Errores-RMI,Cliente_25,0
RMI,Cliente_344,3
TCP-mean,Cliente_344,3.0693196405648266
TCP-stdDev,Cliente_344,42.32053032765101
Errores-TCP,Cliente_344,0
Errores-RMI,Cliente_344,0
RMI,Cliente_188,1
TCP-mean,Cliente_188,3.5
TCP-stdDev,Cliente_188,59.362392048700244
Errores-TCP,Cliente_188,0
Errores-RMI,Cliente_188,0
RMI,Cliente_206,1167
TCP-mean,Cliente_206,1.8934531450577663
TCP-stdDev,Cliente_206,18.78560057529104
Errores-TCP,Cliente_206,0
Errores-RMI,Cliente_206,0
TCP-stdDev,Cliente_375,52.59346451569834
Errores-TCP,Cliente_375,0
Errores-RMI,Cliente_375,0
RMI,Cliente_268,0
TCP-mean,Cliente_268,3.3260590500641847
TCP-stdDev,Cliente_268,58.79453553024547
Errores-TCP,Cliente_268,0
Errores-RMI,Cliente_268,0
RMI,Cliente_57,1
TCP-mean,Cliente_57,3.4698331193838254
TCP-stdDev,Cliente_57,55.63686637448371
Errores-TCP,Cliente_57,0
Errores-RMI,Cliente_57,0
RMI,Cliente_72,417
TCP-mean,Cliente_72,2.0283505154639174
TCP-stdDev,Cliente_72,19.14463991527085
Errores-TCP,Cliente_72,0
Errores-RMI,Cliente_72,0
RMI,Cliente_76,0
TCP-mean,Cliente_76,3.1270860077021823
TCP-stdDev,Cliente_76,54.608331386783185
Errores-TCP,Cliente_76,0
Errores-RMI,Cliente_76,0
RMI,Cliente_87,0
TCP-mean,Cliente_87,3.4007682458386683
TCP-stdDev,Cliente_87,59.18292958564537
Errores-TCP,Cliente_87,0
Errores-RMI,Cliente_87,0
RMI,Cliente_309,0
TCP-mean,Cliente_309,2.669230769230769
TCP-stdDev,Cliente_309,43.16157273486149
Errores-TCP,Cliente_309,0
Errores-RMI,Cliente_309,0
RMI,Cliente_353,1716
TCP-mean,Cliente_353,1.9074550128534704
RMI,Cliente_114,1
RMI,Cliente_308,856
RMI,Cliente_355,1
TCP-mean,Cliente_355,2.8794871794871795
TCP-stdDev,Cliente_355,47.06186152282405
Errores-TCP,Cliente_355,0
Errores-RMI,Cliente_355,0
RMI,Cliente_95,1625
TCP-mean,Cliente_95,2.0821566110397947
TCP-stdDev,Cliente_95,18.824735249751367
Errores-TCP,Cliente_95,0
Errores-RMI,Cliente_95,0
RMI,Cliente_79,1
TCP-mean,Cliente_79,1.8399487836107555
TCP-stdDev,Cliente_79,13.7370119591052
Errores-TCP,Cliente_79,0
Errores-RMI,Cliente_79,0
RMI,Cliente_291,1
TCP-mean,Cliente_291,3.491677336747759
TCP-stdDev,Cliente_291,60.00218941697455
Errores-TCP,Cliente_291,0
Errores-RMI,Cliente_291,0
RMI,Cliente_22,1
TCP-mean,Cliente_22,3.1155327342747112
TCP-stdDev,Cliente_22,47.62400342528438
Errores-TCP,Cliente_22,0
Errores-RMI,Cliente_22,0
RMI,Cliente_100,418
TCP-mean,Cliente_100,1.8028350515463918
RMI,Cliente_69,1
TCP-mean,Cliente_69,2.8652118100128368
RMI,Cliente_200,478
TCP-mean,Cliente_200,3.2752880921895007
RMI,Cliente_277,1043
RMI,Cliente_272,1
TCP-mean,Cliente_272,3.1270860077021823
RMI,Cliente_282,1
RMI,Cliente_331,1737
TCP-mean,Cliente_331,1.6542893725992318
TCP-stdDev,Cliente_331,10.64204319639126
Errores-TCP,Cliente_331,0
Errores-RMI,Cliente_331,0
RMI,Cliente_319,612
TCP-mean,Cliente_319,2.987163029525032
TCP-stdDev,Cliente_319,48.41251219610255
Errores-TCP,Cliente_319,0
Errores-RMI,Cliente_319,0
TCP-mean,Cliente_265,2.7560975609756095
TCP-stdDev,Cliente_265,42.972476167959
Errores-TCP,Cliente_265,0
Errores-RMI,Cliente_265,0
TCP-mean,Cliente_387,3.2017994858611827
TCP-stdDev,Cliente_387,45.53765239848127
Errores-TCP,Cliente_387,0
Errores-RMI,Cliente_387,0
RMI,Cliente_103,899
TCP-mean,Cliente_103,2.6812339331619537
TCP-stdDev,Cliente_103,43.898295432990565
Errores-TCP,Cliente_103,0
Errores-RMI,Cliente_103,0
RMI,Cliente_68,1603
TCP-mean,Cliente_68,2.1491002570694087
TCP-stdDev,Cliente_68,16.110747198159366
Errores-TCP,Cliente_68,0
Errores-RMI,Cliente_68,0
RMI,Cliente_324,0
TCP-mean,Cliente_324,3.5481386392811296
TCP-stdDev,Cliente_324,59.863697821114854
Errores-TCP,Cliente_324,0
Errores-RMI,Cliente_324,0
RMI,Cliente_275,1227
TCP-mean,Cliente_275,1.9152759948652118
TCP-stdDev,Cliente_275,19.007005269480647
Errores-TCP,Cliente_275,0
Errores-RMI,Cliente_275,0
RMI,Cliente_379,935
TCP-mean,Cliente_379,2.934531450577664
TCP-stdDev,Cliente_379,42.54692585845805
Errores-TCP,Cliente_379,0
Errores-RMI,Cliente_379,0
RMI,Cliente_244,1241
TCP-mean,Cliente_244,1.967866323907455
TCP-stdDev,Cliente_244,19.555083253505565
Errores-TCP,Cliente_244,0
Errores-RMI,Cliente_244,0
RMI,Cliente_10,406
TCP-mean,Cliente_10,3.3756410256410256
TCP-stdDev,Cliente_10,56.39077185347053
Errores-TCP,Cliente_10,0
Errores-RMI,Cliente_10,0
RMI,Cliente_89,1
TCP-mean,Cliente_89,3.6914212548015364
TCP-stdDev,Cliente_89,60.14072945997176
Errores-TCP,Cliente_89,0
Errores-RMI,Cliente_89,0
RMI,Cliente_314,1646
TCP-mean,Cliente_314,1.9717223650385605
RMI,Cliente_221,1
TCP-mean,Cliente_221,3.4384615384615387
TCP-stdDev,Cliente_221,61.12112864520657
Errores-TCP,Cliente_221,0
Errores-RMI,Cliente_221,0
RMI,Cliente_229,456
TCP-mean,Cliente_229,3.1989730423620024
TCP-stdDev,Cliente_229,54.57731333774263
Errores-TCP,Cliente_229,0
Errores-RMI,Cliente_229,0
RMI,Cliente_235,870
TCP-mean,Cliente_235,2.8433889602053917
TCP-stdDev,Cliente_235,44.8763083017624
Errores-TCP,Cliente_235,0
Errores-RMI,Cliente_235,0
RMI,Cliente_305,1612
TCP-mean,Cliente_305,2.0282776349614395
RMI,Cliente_205,1290
RMI,Cliente_343,787
RMI,Cliente_297,0
TCP-mean,Cliente_297,3.1052631578947367
RMI,Cliente_167,1
TCP-stdDev,Cliente_297,52.243079627464624
Errores-TCP,Cliente_297,0
Errores-RMI,Cliente_297,0
RMI,Cliente_234,382
TCP-mean,Cliente_234,3.539152759948652
TCP-stdDev,Cliente_234,57.39652805180389
Errores-TCP,Cliente_234,0
Errores-RMI,Cliente_234,0
RMI,Cliente_160,1
RMI,Cliente_127,776
TCP-mean,Cliente_160,3.5115384615384615
RMI,Cliente_102,957
TCP-mean,Cliente_102,2.9115384615384614
TCP-stdDev,Cliente_102,41.01048796678949
Errores-TCP,Cliente_102,0
Errores-RMI,Cliente_102,0
RMI,Cliente_388,2
TCP-mean,Cliente_388,3.584398976982097
TCP-stdDev,Cliente_388,60.644238763685706
Errores-TCP,Cliente_388,0
Errores-RMI,Cliente_388,0
RMI,Cliente_329,1
TCP-mean,Cliente_329,3.198717948717949
TCP-stdDev,Cliente_329,49.95041385724611
Errores-TCP,Cliente_329,0
Errores-RMI,Cliente_329,0
RMI,Cliente_284,8
TCP-mean,Cliente_284,3.0448717948717947
RMI,Cliente_370,938
TCP-stdDev,Cliente_284,47.69872639119975
Errores-TCP,Cliente_284,0
Errores-RMI,Cliente_284,0
RMI,Cliente_333,362
TCP-mean,Cliente_333,3.3923076923076922
TCP-stdDev,Cliente_333,58.18335247242988
Errores-TCP,Cliente_333,0
Errores-RMI,Cliente_333,0
RMI,Cliente_256,925
TCP-mean,Cliente_256,2.961587708066581
RMI,Cliente_108,1
TCP-mean,Cliente_108,3.235897435897436
RMI,Cliente_53,598
RMI,Cliente_132,952
TCP-mean,Cliente_132,2.932051282051282
RMI,Cliente_3,1
TCP-stdDev,Cliente_132,41.26464617559911
Errores-TCP,Cliente_132,0
Errores-RMI,Cliente_132,0
RMI,Cliente_220,0
TCP-mean,Cliente_220,3.329065300896287
TCP-stdDev,Cliente_220,54.817569991674844
Errores-TCP,Cliente_220,0
Errores-RMI,Cliente_220,0
RMI,Cliente_147,467
RMI,Cliente_113,1
TCP-mean,Cliente_113,3.1064102564102565
TCP-stdDev,Cliente_113,45.12649128083013
Errores-TCP,Cliente_113,0
Errores-RMI,Cliente_113,0
RMI,Cliente_230,438
TCP-mean,Cliente_230,3.169230769230769
TCP-stdDev,Cliente_230,55.21568039014642
Errores-TCP,Cliente_230,0
Errores-RMI,Cliente_230,0
RMI,Cliente_288,400
RMI,Cliente_191,403
TCP-mean,Cliente_191,1.5917843388960204
TCP-stdDev,Cliente_191,13.671376328143802
Errores-TCP,Cliente_191,0
Errores-RMI,Cliente_191,0
TCP-mean,Cliente_288,1.7789203084832905
RMI,Cliente_302,2
TCP-mean,Cliente_302,3.4199743918053778
TCP-stdDev,Cliente_302,58.03756398039142
Errores-TCP,Cliente_302,0
Errores-RMI,Cliente_302,0
TCP-stdDev,Cliente_288,13.614032072508003
Errores-TCP,Cliente_288,0
Errores-RMI,Cliente_288,0
RMI,Cliente_208,378
TCP-mean,Cliente_208,3.5905006418485237
TCP-stdDev,Cliente_208,57.570009505698586
Errores-TCP,Cliente_208,0
Errores-RMI,Cliente_208,0
RMI,Cliente_351,556
TCP-mean,Cliente_351,3.2202304737516005
