100,Clientes,Prueba 1
TCP-mean,Cliente_52,0.30242825607064017
TCP-mean,Cliente_49,0.2838427947598253
RMI,Cliente_18,559
TCP-stdDev,Cliente_52,2.254045824821159
Errores-TCP,Cliente_52,0
Errores-RMI,Cliente_52,0
TCP-stdDev,Cliente_49,1.5235419235300887
Errores-TCP,Cliente_49,0
Errores-RMI,Cliente_49,0
RMI,Cliente_59,559
TCP-mean,Cliente_28,0.33624454148471616
RMI,Cliente_29,638
RMI,Cliente_82,94
TCP-mean,Cliente_29,0.2891832229580574
RMI,Cliente_39,94
TCP-stdDev,Cliente_29,1.5829646354449964
Errores-TCP,Cliente_29,0
Errores-RMI,Cliente_29,0
RMI,Cliente_88,94
RMI,Cliente_9,638
Errores-RMI,Cliente_24,0
TCP-mean,Cliente_9,0.40397350993377484
RMI,Cliente_36,591
TCP-stdDev,Cliente_76,2.2393488267240858
Errores-TCP,Cliente_76,0
TCP-stdDev,Cliente_54,2.2476668044791386
Errores-TCP,Cliente_54,0
Errores-RMI,Cliente_54,0
TCP-stdDev,Cliente_42,2.2428044950066623
Errores-TCP,Cliente_42,0
Errores-RMI,Cliente_42,0
TCP-stdDev,Cliente_33,1.5264819727263215
Errores-TCP,Cliente_33,0
Errores-RMI,Cliente_33,0
TCP-stdDev,Cliente_98,4.470680058602754
Errores-TCP,Cliente_98,0
Errores-RMI,Cliente_98,0
TCP-mean,Cliente_12,0.4358407079646018
Errores-RMI,Cliente_76,0
TCP-mean,Cliente_36,0.38631346578366443
TCP-stdDev,Cliente_9,1.6538621917828147
Errores-TCP,Cliente_9,0
Errores-RMI,Cliente_9,0
TCP-mean,Cliente_88,0.33624454148471616
TCP-mean,Cliente_39,0.3318777292576419
TCP-mean,Cliente_82,0.3471615720524017
TCP-stdDev,Cliente_28,2.248831982424992
Errores-TCP,Cliente_28,0
Errores-RMI,Cliente_28,0
TCP-mean,Cliente_59,0.5849889624724062
TCP-mean,Cliente_18,0.5862831858407079
TCP-stdDev,Cliente_59,5.209512848326189
Errores-TCP,Cliente_59,0
Errores-RMI,Cliente_59,0
TCP-stdDev,Cliente_82,2.979479054596067
Errores-TCP,Cliente_82,0
Errores-RMI,Cliente_82,0
TCP-stdDev,Cliente_18,5.213502499202052
Errores-TCP,Cliente_18,0
Errores-RMI,Cliente_18,0
TCP-stdDev,Cliente_88,2.2720142558151566
Errores-TCP,Cliente_88,0
Errores-RMI,Cliente_88,0
TCP-stdDev,Cliente_39,2.2485097370150835
Errores-TCP,Cliente_39,0
Errores-RMI,Cliente_39,0
TCP-stdDev,Cliente_36,3.6867985787752393
Errores-TCP,Cliente_36,0
Errores-RMI,Cliente_36,0
TCP-stdDev,Cliente_12,1.661071317411957
Errores-TCP,Cliente_12,0
Errores-RMI,Cliente_12,0
RMI,Cliente_7,141
RMI,Cliente_84,78
TCP-mean,Cliente_7,0.46943231441048033
RMI,Cliente_27,141
RMI,Cliente_13,141
RMI,Cliente_89,141
TCP-mean,Cliente_13,0.44759825327510916
TCP-mean,Cliente_89,0.4432314410480349
RMI,Cliente_94,540
TCP-stdDev,Cliente_89,1.6789370841283062
RMI,Cliente_68,606
RMI,Cliente_31,141
RMI,Cliente_86,156
TCP-mean,Cliente_31,0.43231441048034935
RMI,Cliente_85,638
RMI,Cliente_40,141
RMI,Cliente_38,156
RMI,Cliente_45,653
TCP-mean,Cliente_38,0.4104803493449782
TCP-mean,Cliente_45,0.38631346578366443
TCP-mean,Cliente_40,0.4192139737991266
TCP-stdDev,Cliente_38,1.6339932161425577
Errores-TCP,Cliente_38,0
Errores-RMI,Cliente_38,0
TCP-stdDev,Cliente_40,1.6675105762485634
Errores-TCP,Cliente_40,0
Errores-RMI,Cliente_40,0
TCP-stdDev,Cliente_45,1.0604209496614632
Errores-TCP,Cliente_45,0
Errores-RMI,Cliente_45,0
TCP-mean,Cliente_85,0.4856512141280353
TCP-stdDev,Cliente_31,2.2730631405405415
Errores-TCP,Cliente_31,0
Errores-RMI,Cliente_31,0
TCP-mean,Cliente_86,0.4017467248908297
TCP-mean,Cliente_68,0.45916114790286977
Errores-TCP,Cliente_89,0
Errores-RMI,Cliente_89,0
TCP-mean,Cliente_94,0.5330396475770925
TCP-stdDev,Cliente_68,3.039291802470714
Errores-TCP,Cliente_68,0
Errores-RMI,Cliente_68,0
TCP-stdDev,Cliente_94,3.869855375641858
Errores-TCP,Cliente_94,0
Errores-RMI,Cliente_94,0
TCP-stdDev,Cliente_13,2.271545247711035
Errores-TCP,Cliente_13,0
Errores-RMI,Cliente_13,0
TCP-mean,Cliente_27,0.4606986899563319
TCP-stdDev,Cliente_7,1.689985951468537
Errores-TCP,Cliente_7,0
Errores-RMI,Cliente_7,0
TCP-stdDev,Cliente_27,1.7039592838709428
Errores-TCP,Cliente_27,0
Errores-RMI,Cliente_27,0
TCP-mean,Cliente_84,0.26143790849673204
TCP-stdDev,Cliente_86,1.6308158288811916
Errores-TCP,Cliente_86,0
Errores-RMI,Cliente_86,0
TCP-stdDev,Cliente_85,1.7051776320769665
TCP-stdDev,Cliente_84,2.231009155962343
Errores-TCP,Cliente_84,0
Errores-RMI,Cliente_84,0
Errores-TCP,Cliente_85,0
Errores-RMI,Cliente_85,0
RMI,Cliente_72,172
RMI,Cliente_48,556
TCP-mean,Cliente_72,0.4344978165938865
TCP-mean,Cliente_48,0.6225165562913907
TCP-stdDev,Cliente_72,1.1621157246241893
RMI,Cliente_93,669
RMI,Cliente_65,606
RMI,Cliente_30,0
RMI,Cliente_16,141
TCP-mean,Cliente_30,0.4606986899563319
TCP-mean,Cliente_16,0.425764192139738
RMI,Cliente_44,575
RMI,Cliente_63,141
RMI,Cliente_80,622
RMI,Cliente_55,559
RMI,Cliente_83,622
TCP-mean,Cliente_55,0.58719646799117
RMI,Cliente_71,125
TCP-stdDev,Cliente_55,5.21201823508071
Errores-TCP,Cliente_55,0
Errores-RMI,Cliente_55,0
TCP-mean,Cliente_71,0.46943231441048033
RMI,Cliente_15,575
TCP-stdDev,Cliente_71,1.675714051281781
RMI,Cliente_67,546
RMI,Cliente_5,638
RMI,Cliente_75,156
RMI,Cliente_57,575
TCP-mean,Cliente_75,0.3864628820960699
RMI,Cliente_69,172
RMI,Cliente_70,141
TCP-stdDev,Cliente_75,1.6163709890945317
Errores-TCP,Cliente_75,0
Errores-RMI,Cliente_75,0
TCP-mean,Cliente_69,0.36026200873362446
TCP-mean,Cliente_70,0.4126637554585153
RMI,Cliente_58,669
RMI,Cliente_26,575
TCP-stdDev,Cliente_70,1.6421086602308412
TCP-mean,Cliente_58,0.38852097130242824
RMI,Cliente_17,172
RMI,Cliente_62,591
TCP-mean,Cliente_62,0.5165562913907285
TCP-stdDev,Cliente_58,1.0751254447581349
Errores-TCP,Cliente_58,0
Errores-RMI,Cliente_58,0
TCP-stdDev,Cliente_62,3.73372134961736
Errores-TCP,Cliente_62,0
Errores-RMI,Cliente_62,0
TCP-mean,Cliente_17,0.35152838427947597
RMI,Cliente_22,606
TCP-mean,Cliente_22,0.4613686534216336
RMI,Cliente_95,543
RMI,Cliente_1,653
TCP-stdDev,Cliente_22,2.347594678771133
TCP-mean,Cliente_95,0.4977973568281938
RMI,Cliente_23,94
RMI,Cliente_43,110
TCP-stdDev,Cliente_95,4.084325306588228
Errores-TCP,Cliente_95,0
Errores-RMI,Cliente_95,0
RMI,Cliente_81,172
RMI,Cliente_60,172
TCP-mean,Cliente_81,0.39737991266375544
RMI,Cliente_92,94
TCP-stdDev,Cliente_81,1.6238377475409498
Errores-TCP,Cliente_81,0
Errores-RMI,Cliente_81,0
RMI,Cliente_99,141
RMI,Cliente_2,638
TCP-mean,Cliente_99,0.4344978165938865
TCP-mean,Cliente_2,0.46578366445916114
TCP-stdDev,Cliente_99,1.1658673088619276
Errores-TCP,Cliente_99,0
Errores-RMI,Cliente_99,0
RMI,Cliente_77,606
RMI,Cliente_14,141
TCP-mean,Cliente_77,0.5033112582781457
RMI,Cliente_47,94
TCP-mean,Cliente_14,0.4497816593886463
TCP-stdDev,Cliente_77,3.0591104599193377
Errores-TCP,Cliente_77,0
Errores-RMI,Cliente_77,0
TCP-stdDev,Cliente_2,1.6918970939742484
Errores-TCP,Cliente_2,0
TCP-stdDev,Cliente_14,2.275436029123466
Errores-TCP,Cliente_14,0
Errores-RMI,Cliente_14,0
TCP-mean,Cliente_92,0.5
TCP-mean,Cliente_60,0.39956331877729256
TCP-mean,Cliente_43,0.46943231441048033
TCP-stdDev,Cliente_92,3.044251508812683
Errores-TCP,Cliente_92,0
Errores-RMI,Cliente_92,0
TCP-mean,Cliente_23,0.5524017467248908
TCP-stdDev,Cliente_43,2.334510436696163
Errores-TCP,Cliente_43,0
Errores-RMI,Cliente_43,0
Errores-TCP,Cliente_22,0
Errores-RMI,Cliente_22,0
TCP-mean,Cliente_1,0.4768211920529801
TCP-stdDev,Cliente_17,1.593110117803413
Errores-TCP,Cliente_17,0
Errores-RMI,Cliente_17,0
TCP-stdDev,Cliente_1,1.707667827631824
Errores-TCP,Cliente_1,0
Errores-RMI,Cliente_1,0
Errores-TCP,Cliente_70,0
Errores-RMI,Cliente_70,0
TCP-mean,Cliente_26,0.5629139072847682
TCP-stdDev,Cliente_69,1.058915949506852
Errores-TCP,Cliente_69,0
Errores-RMI,Cliente_69,0
TCP-mean,Cliente_57,0.5827814569536424
TCP-mean,Cliente_5,0.45474613686534215
TCP-mean,Cliente_67,0.6225165562913907
Errores-TCP,Cliente_71,0
Errores-RMI,Cliente_71,0
TCP-stdDev,Cliente_5,1.6864099673381998
Errores-TCP,Cliente_5,0
Errores-RMI,Cliente_5,0
TCP-mean,Cliente_15,0.6401766004415012
TCP-mean,Cliente_83,0.5187637969094923
TCP-mean,Cliente_80,0.381057268722467
TCP-stdDev,Cliente_15,5.219751244965605
Errores-TCP,Cliente_15,0
Errores-RMI,Cliente_15,0
TCP-mean,Cliente_63,0.44759825327510916
TCP-mean,Cliente_44,0.6203090507726269
TCP-stdDev,Cliente_63,1.6777781875027058
Errores-TCP,Cliente_63,0
Errores-RMI,Cliente_63,0
TCP-stdDev,Cliente_16,1.6440816064521016
Errores-TCP,Cliente_16,0
Errores-RMI,Cliente_16,0
TCP-stdDev,Cliente_30,2.9758095212214277
Errores-TCP,Cliente_30,0
Errores-RMI,Cliente_30,0
RMI,Cliente_53,141
TCP-mean,Cliente_53,0.425764192139738
RMI,Cliente_37,172
TCP-mean,Cliente_37,0.39082969432314413
RMI,Cliente_96,574
RMI,Cliente_97,575
TCP-stdDev,Cliente_37,1.1008546548005234
RMI,Cliente_10,622
TCP-mean,Cliente_65,0.4966887417218543
TCP-mean,Cliente_10,0.4260485651214128
TCP-mean,Cliente_93,0.39514348785871967
RMI,Cliente_79,141
RMI,Cliente_34,141
TCP-stdDev,Cliente_93,1.098131380609856
Errores-TCP,Cliente_72,0
Errores-RMI,Cliente_72,0
RMI,Cliente_73,552
RMI,Cliente_90,94
TCP-mean,Cliente_73,0.6423841059602649
RMI,Cliente_78,156
RMI,Cliente_87,669
TCP-mean,Cliente_78,0.39082969432314413
TCP-mean,Cliente_87,0.38631346578366443
TCP-stdDev,Cliente_48,6.046627201193342
Errores-TCP,Cliente_48,0
Errores-RMI,Cliente_48,0
TCP-stdDev,Cliente_78,1.6314602754540555
Errores-TCP,Cliente_78,0
Errores-RMI,Cliente_78,0
RMI,Cliente_3,0
RMI,Cliente_74,94
TCP-mean,Cliente_74,0.5218340611353712
TCP-stdDev,Cliente_87,1.074894258866245
Errores-TCP,Cliente_87,0
Errores-RMI,Cliente_87,0
TCP-mean,Cliente_90,0.30718954248366015
TCP-stdDev,Cliente_73,6.234573230527686
Errores-TCP,Cliente_73,0
Errores-RMI,Cliente_73,0
Errores-TCP,Cliente_93,0
Errores-RMI,Cliente_93,0
TCP-mean,Cliente_34,0.3471615720524017
TCP-mean,Cliente_79,0.4170305676855895
TCP-stdDev,Cliente_34,1.606347473411503
Errores-TCP,Cliente_34,0
Errores-RMI,Cliente_34,0
TCP-stdDev,Cliente_79,1.6370086426188541
Errores-TCP,Cliente_79,0
Errores-RMI,Cliente_79,0
TCP-stdDev,Cliente_10,2.337322021381911
Errores-TCP,Cliente_10,0
Errores-RMI,Cliente_10,0
TCP-stdDev,Cliente_65,3.054777690726918
Errores-TCP,Cliente_65,0
Errores-RMI,Cliente_65,0
Errores-TCP,Cliente_37,0
Errores-RMI,Cliente_37,0
TCP-mean,Cliente_97,0.5938189845474614
TCP-mean,Cliente_96,0.6004415011037527
TCP-stdDev,Cliente_97,4.4773806530701465
Errores-TCP,Cliente_97,0
Errores-RMI,Cliente_97,0
TCP-stdDev,Cliente_96,5.210085293692311
Errores-TCP,Cliente_96,0
Errores-RMI,Cliente_96,0
TCP-stdDev,Cliente_53,1.657308797703333
Errores-TCP,Cliente_53,0
Errores-RMI,Cliente_53,0
TCP-stdDev,Cliente_44,5.213476584231752
Errores-TCP,Cliente_44,0
Errores-RMI,Cliente_44,0
TCP-stdDev,Cliente_57,4.482525722749304
Errores-TCP,Cliente_57,0
Errores-RMI,Cliente_57,0
TCP-stdDev,Cliente_83,3.0648223078418773
Errores-TCP,Cliente_83,0
Errores-RMI,Cliente_83,0
TCP-stdDev,Cliente_80,1.0977320357313758
Errores-TCP,Cliente_80,0
Errores-RMI,Cliente_80,0
TCP-stdDev,Cliente_67,5.768233463310316
Errores-TCP,Cliente_67,0
Errores-RMI,Cliente_67,0
TCP-stdDev,Cliente_26,4.470520796177568
Errores-TCP,Cliente_26,0
Errores-RMI,Cliente_26,0
TCP-stdDev,Cliente_23,3.058827285515996
TCP-stdDev,Cliente_60,1.6413594806381404
Errores-TCP,Cliente_60,0
Errores-RMI,Cliente_60,0
Errores-RMI,Cliente_2,0
TCP-mean,Cliente_47,0.5480349344978166
Errores-TCP,Cliente_23,0
Errores-RMI,Cliente_23,0
TCP-stdDev,Cliente_90,2.250967487228944
Errores-TCP,Cliente_90,0
Errores-RMI,Cliente_90,0
TCP-stdDev,Cliente_74,3.048473617410059
Errores-TCP,Cliente_74,0
Errores-RMI,Cliente_74,0
TCP-stdDev,Cliente_47,3.0631787124010557
Errores-TCP,Cliente_47,0
Errores-RMI,Cliente_47,0
TCP-mean,Cliente_3,0.49563318777292575
TCP-stdDev,Cliente_3,2.9979946960137194
Errores-TCP,Cliente_3,0
Errores-RMI,Cliente_3,0
100,Clientes,Prueba 2
RMI,Cliente_74,110
TCP-mean,Cliente_74,0.8253012048192772
RMI,Cliente_99,157
RMI,Cliente_11,0
TCP-mean,Cliente_11,1.063063063063063
RMI,Cliente_70,0
RMI,Cliente_25,15
RMI,Cliente_30,32
TCP-mean,Cliente_30,1.1591591591591592
TCP-stdDev,Cliente_30,8.545684432279861
Errores-TCP,Cliente_30,0
Errores-RMI,Cliente_30,0
RMI,Cliente_90,0
TCP-mean,Cliente_90,1.2612612612612613
TCP-stdDev,Cliente_90,10.291293481984706
Errores-TCP,Cliente_90,0
Errores-RMI,Cliente_90,0
RMI,Cliente_2,16
TCP-mean,Cliente_2,1.2612612612612613
TCP-stdDev,Cliente_2,9.42144226672313
Errores-TCP,Cliente_2,0
Errores-RMI,Cliente_2,0
RMI,Cliente_33,157
TCP-mean,Cliente_33,0.8343373493975904
RMI,Cliente_59,0
TCP-mean,Cliente_59,1.1231231231231231
RMI,Cliente_66,110
TCP-mean,Cliente_66,0.7327327327327328
RMI,Cliente_40,0
TCP-mean,Cliente_40,1.1891891891891893
TCP-stdDev,Cliente_40,9.4180647261754
Errores-TCP,Cliente_40,0
Errores-RMI,Cliente_40,0
RMI,Cliente_26,15
TCP-mean,Cliente_26,1.2108433734939759
RMI,Cliente_48,0
TCP-stdDev,Cliente_26,7.747763175812705
Errores-TCP,Cliente_26,0
RMI,Cliente_36,0
TCP-mean,Cliente_36,1.063063063063063
TCP-stdDev,Cliente_36,8.549392910971667
Errores-TCP,Cliente_36,0
Errores-RMI,Cliente_36,0
RMI,Cliente_14,0
TCP-mean,Cliente_14,1.1681681681681682
TCP-stdDev,Cliente_14,9.41702862775326
Errores-TCP,Cliente_14,0
Errores-RMI,Cliente_14,0
RMI,Cliente_45,157
TCP-mean,Cliente_45,0.8554216867469879
TCP-stdDev,Cliente_45,2.165627041951337
Errores-TCP,Cliente_45,0
Errores-RMI,Cliente_45,0
RMI,Cliente_91,0
TCP-mean,Cliente_91,1.2439759036144578
TCP-stdDev,Cliente_91,9.435136515157625
Errores-TCP,Cliente_91,0
Errores-RMI,Cliente_91,0
RMI,Cliente_34,0
TCP-mean,Cliente_34,1.2252252252252251
RMI,Cliente_50,0
TCP-stdDev,Cliente_34,10.294479133251462
Errores-TCP,Cliente_34,0
Errores-RMI,Cliente_34,0
RMI,Cliente_83,0
TCP-mean,Cliente_83,1.1411411411411412
TCP-stdDev,Cliente_83,7.7312917401344325
Errores-TCP,Cliente_83,0
RMI,Cliente_75,141
TCP-mean,Cliente_75,0.5615615615615616
TCP-stdDev,Cliente_75,1.8322994529413685
RMI,Cliente_54,110
TCP-mean,Cliente_54,0.7267267267267268
RMI,Cliente_3,0
TCP-mean,Cliente_3,1.075075075075075
RMI,Cliente_8,0
TCP-mean,Cliente_8,1.1261261261261262
TCP-stdDev,Cliente_8,6.874399280925016
Errores-TCP,Cliente_8,0
Errores-RMI,Cliente_8,0
RMI,Cliente_10,0
RMI,Cliente_0,0
TCP-mean,Cliente_0,1.2552552552552552
TCP-mean,Cliente_10,1.2409638554216869
TCP-stdDev,Cliente_0,9.430208839079743
Errores-TCP,Cliente_0,0
Errores-RMI,Cliente_0,0
TCP-stdDev,Cliente_3,8.54578257207249
Errores-TCP,Cliente_3,0
Errores-RMI,Cliente_3,0
TCP-stdDev,Cliente_54,1.893669025668208
Errores-TCP,Cliente_54,0
Errores-RMI,Cliente_54,0
Errores-TCP,Cliente_75,0
Errores-RMI,Cliente_75,0
Errores-RMI,Cliente_83,0
TCP-mean,Cliente_50,1.3093093093093093
Errores-RMI,Cliente_26,0
TCP-mean,Cliente_48,1.0690690690690692
TCP-stdDev,Cliente_66,1.9181550924255897
Errores-TCP,Cliente_66,0
Errores-RMI,Cliente_66,0
TCP-stdDev,Cliente_59,8.555410621750495
Errores-TCP,Cliente_59,0
Errores-RMI,Cliente_59,0
TCP-stdDev,Cliente_33,2.1883374845842036
Errores-TCP,Cliente_33,0
Errores-RMI,Cliente_33,0
TCP-mean,Cliente_25,1.0690690690690692
TCP-stdDev,Cliente_25,7.730329373736956
Errores-TCP,Cliente_25,0
Errores-RMI,Cliente_25,0
TCP-mean,Cliente_70,1.1531531531531531
TCP-stdDev,Cliente_70,8.553872591047327
RMI,Cliente_62,0
TCP-stdDev,Cliente_11,6.869367892482533
Errores-TCP,Cliente_11,0
Errores-RMI,Cliente_11,0
TCP-mean,Cliente_99,0.6336336336336337
TCP-stdDev,Cliente_74,2.7308299357871646
Errores-TCP,Cliente_74,0
Errores-RMI,Cliente_74,0
TCP-mean,Cliente_62,1.1891891891891893
RMI,Cliente_20,0
TCP-stdDev,Cliente_62,9.432402316308377
Errores-TCP,Cliente_62,0
Errores-RMI,Cliente_62,0
RMI,Cliente_64,0
RMI,Cliente_47,156
Errores-TCP,Cliente_70,0
Errores-RMI,Cliente_70,0
RMI,Cliente_52,32
RMI,Cliente_5,0
TCP-stdDev,Cliente_48,6.8675612579624135
Errores-TCP,Cliente_48,0
Errores-RMI,Cliente_48,0
TCP-stdDev,Cliente_50,9.421581056968947
Errores-TCP,Cliente_50,0
Errores-RMI,Cliente_50,0
TCP-stdDev,Cliente_10,9.439522605661248
Errores-TCP,Cliente_10,0
TCP-mean,Cliente_5,1.048048048048048
TCP-mean,Cliente_52,1.15015015015015
TCP-stdDev,Cliente_5,7.727185975294648
Errores-TCP,Cliente_5,0
Errores-RMI,Cliente_5,0
TCP-stdDev,Cliente_52,9.36007951707906
Errores-TCP,Cliente_52,0
Errores-RMI,Cliente_52,0
TCP-mean,Cliente_47,0.6816816816816816
TCP-mean,Cliente_64,1.2612612612612613
TCP-stdDev,Cliente_47,1.563719922099084
Errores-TCP,Cliente_47,0
Errores-RMI,Cliente_47,0
TCP-mean,Cliente_20,1.2005988023952097
TCP-stdDev,Cliente_99,1.207214677340815
Errores-TCP,Cliente_99,0
TCP-stdDev,Cliente_64,10.295377876329988
RMI,Cliente_42,15
RMI,Cliente_46,0
TCP-mean,Cliente_46,1.102102102102102
RMI,Cliente_96,0
Errores-RMI,Cliente_10,0
TCP-stdDev,Cliente_46,6.864744008037118
Errores-TCP,Cliente_46,0
Errores-RMI,Cliente_46,0
TCP-mean,Cliente_96,1.045045045045045
TCP-mean,Cliente_42,1.2972972972972974
TCP-stdDev,Cliente_96,7.730118220355651
Errores-TCP,Cliente_96,0
Errores-TCP,Cliente_64,0
Errores-RMI,Cliente_99,0
TCP-stdDev,Cliente_20,8.540421654499635
Errores-TCP,Cliente_20,0
Errores-RMI,Cliente_20,0
Errores-RMI,Cliente_64,0
Errores-RMI,Cliente_96,0
TCP-stdDev,Cliente_42,10.288564392565368
Errores-TCP,Cliente_42,0
Errores-RMI,Cliente_42,0
RMI,Cliente_6,0
RMI,Cliente_19,156
TCP-mean,Cliente_6,1.063063063063063
TCP-mean,Cliente_19,0.6576576576576577
RMI,Cliente_78,0
RMI,Cliente_22,110
RMI,Cliente_60,156
TCP-mean,Cliente_22,0.7447447447447447
RMI,Cliente_98,157
TCP-mean,Cliente_98,0.6186186186186187
TCP-stdDev,Cliente_98,1.1836784987834281
Errores-TCP,Cliente_98,0
Errores-RMI,Cliente_98,0
TCP-mean,Cliente_60,0.6636636636636637
TCP-stdDev,Cliente_60,1.1782951117446543
Errores-TCP,Cliente_60,0
Errores-RMI,Cliente_60,0
TCP-stdDev,Cliente_19,1.1688820317393191
Errores-TCP,Cliente_19,0
Errores-RMI,Cliente_19,0
TCP-stdDev,Cliente_6,6.8649949149442095
Errores-TCP,Cliente_6,0
Errores-RMI,Cliente_6,0
TCP-stdDev,Cliente_22,1.902506094431574
Errores-TCP,Cliente_22,0
Errores-RMI,Cliente_22,0
TCP-mean,Cliente_78,1.0
TCP-stdDev,Cliente_78,6.867689943872333
Errores-TCP,Cliente_78,0
Errores-RMI,Cliente_78,0
RMI,Cliente_92,110
RMI,Cliente_67,0
TCP-mean,Cliente_92,0.7687687687687688
TCP-stdDev,Cliente_92,1.8992611137924051
Errores-TCP,Cliente_92,0
Errores-RMI,Cliente_92,0
TCP-mean,Cliente_67,1.1407185628742516
TCP-stdDev,Cliente_67,7.722815220680155
Errores-TCP,Cliente_67,0
Errores-RMI,Cliente_67,0
RMI,Cliente_28,0
RMI,Cliente_72,0
RMI,Cliente_81,0
RMI,Cliente_94,157
RMI,Cliente_73,0
RMI,Cliente_82,0
RMI,Cliente_21,140
TCP-mean,Cliente_73,1.057057057057057
TCP-mean,Cliente_82,1.0960960960960962
RMI,Cliente_17,0
TCP-stdDev,Cliente_73,6.858044949420766
Errores-TCP,Cliente_73,0
Errores-RMI,Cliente_73,0
RMI,Cliente_88,0
RMI,Cliente_68,156
RMI,Cliente_63,157
TCP-mean,Cliente_68,0.6126126126126126
TCP-stdDev,Cliente_68,1.1689514654636848
TCP-mean,Cliente_63,0.6816816816816816
RMI,Cliente_71,157
RMI,Cliente_37,31
TCP-stdDev,Cliente_63,1.8504591251223392
