500, Clientes,Prueba 1
TCP-stdDev,Cliente_391,2.3426129210818614
Errores-TCP,Cliente_391,0
Errores-RMI,Cliente_391,0
TCP-stdDev,Cliente_30,2.8594978752438123
Errores-TCP,Cliente_30,0
Errores-RMI,Cliente_30,0
RMI,Cliente_394,2
TCP-mean,Cliente_394,2.6660516605166054
TCP-stdDev,Cliente_394,5.766130167134829
Errores-TCP,Cliente_394,0
Errores-RMI,Cliente_394,0
RMI,Cliente_279,91
TCP-stdDev,Cliente_287,3.4167304022454084
Errores-TCP,Cliente_287,0
Errores-RMI,Cliente_287,0
RMI,Cliente_296,0
RMI,Cliente_270,0
TCP-mean,Cliente_270,2.302803738317757
RMI,Cliente_220,2
TCP-mean,Cliente_220,3.0278810408921935
RMI,Cliente_325,0
TCP-mean,Cliente_325,2.9888682745825603
TCP-stdDev,Cliente_325,15.432054273176162
Errores-TCP,Cliente_325,0
Errores-RMI,Cliente_325,0
RMI,Cliente_44,131
RMI,Cliente_215,0
RMI,Cliente_116,70
TCP-mean,Cliente_116,2.9479553903345725
RMI,Cliente_269,0
TCP-mean,Cliente_269,2.2942271880819365
TCP-stdDev,Cliente_116,14.584999088851639
Errores-TCP,Cliente_116,0
Errores-RMI,Cliente_116,0
TCP-stdDev,Cliente_269,3.039624138862406
Errores-TCP,Cliente_269,0
Errores-RMI,Cliente_269,0
RMI,Cliente_284,0
TCP-mean,Cliente_284,2.5364485981308413
RMI,Cliente_435,0
RMI,Cliente_146,0
TCP-mean,Cliente_146,2.3638059701492535
TCP-stdDev,Cliente_146,2.6159876690727115
Errores-TCP,Cliente_146,0
Errores-RMI,Cliente_146,0
RMI,Cliente_261,0
TCP-mean,Cliente_261,2.205607476635514
TCP-stdDev,Cliente_261,3.3335965191467785
Errores-TCP,Cliente_261,0
Errores-RMI,Cliente_261,0
RMI,Cliente_474,0
TCP-mean,Cliente_474,2.411214953271028
RMI,Cliente_484,0
TCP-stdDev,Cliente_474,5.17462043581262
Errores-TCP,Cliente_474,0
Errores-RMI,Cliente_474,0
RMI,Cliente_416,0
TCP-mean,Cliente_416,2.4373831775700934
TCP-stdDev,Cliente_416,3.2862364737775875
Errores-TCP,Cliente_416,0
Errores-RMI,Cliente_416,0
RMI,Cliente_442,131
RMI,Cliente_11,0
TCP-mean,Cliente_442,2.903703703703704
TCP-mean,Cliente_11,2.212686567164179
TCP-stdDev,Cliente_442,14.961988417108536
Errores-TCP,Cliente_442,0
Errores-RMI,Cliente_442,0
RMI,Cliente_101,0
TCP-mean,Cliente_101,2.9833024118738405
RMI,Cliente_240,8
TCP-stdDev,Cliente_101,15.36149740266702
Errores-TCP,Cliente_101,0
Errores-RMI,Cliente_101,0
RMI,Cliente_263,131
RMI,Cliente_330,131
TCP-mean,Cliente_330,3.0
RMI,Cliente_228,91
TCP-stdDev,Cliente_330,14.974948101144467
TCP-mean,Cliente_228,3.0779220779220777
TCP-stdDev,Cliente_228,15.04617057973613
Errores-TCP,Cliente_228,0
Errores-RMI,Cliente_228,0
RMI,Cliente_42,0
TCP-mean,Cliente_42,2.582089552238806
RMI,Cliente_81,2
TCP-mean,Cliente_81,2.381750465549348
RMI,Cliente_290,0
TCP-stdDev,Cliente_81,2.4406325898552694
Errores-TCP,Cliente_81,0
Errores-RMI,Cliente_81,0
RMI,Cliente_338,0
RMI,Cliente_222,0
TCP-mean,Cliente_222,2.3227611940298507
TCP-stdDev,Cliente_222,2.666529101741517
Errores-TCP,Cliente_222,0
Errores-RMI,Cliente_222,0
RMI,Cliente_428,0
TCP-mean,Cliente_428,2.357933579335793
RMI,Cliente_472,0
TCP-mean,Cliente_472,2.165735567970205
TCP-stdDev,Cliente_472,2.415132898422016
Errores-TCP,Cliente_472,0
Errores-RMI,Cliente_472,0
RMI,Cliente_114,0
TCP-mean,Cliente_114,2.2313432835820897
TCP-stdDev,Cliente_114,2.8036867495529965
Errores-TCP,Cliente_114,0
Errores-RMI,Cliente_114,0
RMI,Cliente_451,0
RMI,Cliente_157,0
TCP-mean,Cliente_451,2.251865671641791
TCP-stdDev,Cliente_451,2.72939982137849
Errores-TCP,Cliente_451,0
Errores-RMI,Cliente_451,0
TCP-mean,Cliente_157,2.603321033210332
RMI,Cliente_7,0
TCP-stdDev,Cliente_157,5.429812814409051
Errores-TCP,Cliente_157,0
Errores-RMI,Cliente_157,0
RMI,Cliente_422,60
TCP-mean,Cliente_422,2.8274582560296846
TCP-stdDev,Cliente_422,14.49553405845141
Errores-TCP,Cliente_422,0
Errores-RMI,Cliente_422,0
RMI,Cliente_272,0
TCP-mean,Cliente_272,2.2429906542056073
TCP-stdDev,Cliente_272,3.0375873403706284
Errores-TCP,Cliente_272,0
Errores-RMI,Cliente_272,0
RMI,Cliente_87,0
RMI,Cliente_452,0
TCP-mean,Cliente_452,2.159851301115242
RMI,Cliente_158,0
TCP-stdDev,Cliente_452,2.3512445443331993
Errores-TCP,Cliente_452,0
Errores-RMI,Cliente_452,0
RMI,Cliente_357,0
TCP-mean,Cliente_357,2.5
RMI,Cliente_52,0
TCP-mean,Cliente_52,2.866171003717472
TCP-stdDev,Cliente_52,15.360014491858022
Errores-TCP,Cliente_52,0
Errores-RMI,Cliente_52,0
RMI,Cliente_71,0
TCP-mean,Cliente_71,2.981447124304267
TCP-stdDev,Cliente_71,15.319226189376044
Errores-TCP,Cliente_71,0
Errores-RMI,Cliente_71,0
RMI,Cliente_77,0
TCP-mean,Cliente_77,3.120817843866171
TCP-stdDev,Cliente_77,15.869773637839515
Errores-TCP,Cliente_77,0
Errores-RMI,Cliente_77,0
RMI,Cliente_241,0
TCP-mean,Cliente_241,2.169459962756052
TCP-stdDev,Cliente_241,3.2749768342931613
Errores-TCP,Cliente_241,0
Errores-RMI,Cliente_241,0
RMI,Cliente_172,0
TCP-mean,Cliente_172,2.1527001862197395
TCP-stdDev,Cliente_172,2.453849096941101
Errores-TCP,Cliente_172,0
Errores-RMI,Cliente_172,0
TCP-stdDev,Cliente_357,2.665320353028818
Errores-TCP,Cliente_357,0
Errores-RMI,Cliente_357,0
RMI,Cliente_132,0
TCP-mean,Cliente_132,2.357541899441341
RMI,Cliente_12,0
TCP-mean,Cliente_12,2.2990654205607477
RMI,Cliente_90,0
TCP-mean,Cliente_90,2.882899628252788
RMI,Cliente_49,0
TCP-mean,Cliente_49,2.200743494423792
TCP-stdDev,Cliente_90,15.341322497711063
Errores-TCP,Cliente_90,0
Errores-RMI,Cliente_90,0
TCP-stdDev,Cliente_49,2.6570799379503867
Errores-TCP,Cliente_49,0
Errores-RMI,Cliente_49,0
RMI,Cliente_197,0
TCP-mean,Cliente_197,2.199626865671642
TCP-stdDev,Cliente_197,3.2471686649114297
Errores-TCP,Cliente_197,0
Errores-RMI,Cliente_197,0
RMI,Cliente_323,30
RMI,Cliente_187,0
TCP-mean,Cliente_187,2.4082397003745317
RMI,Cliente_468,0
TCP-mean,Cliente_468,2.376163873370577
RMI,Cliente_194,0
TCP-mean,Cliente_194,2.485074626865672
TCP-stdDev,Cliente_468,2.597812751948911
Errores-TCP,Cliente_468,0
TCP-stdDev,Cliente_194,5.457413244641533
Errores-TCP,Cliente_194,0
RMI,Cliente_384,0
TCP-mean,Cliente_384,2.474766355140187
RMI,Cliente_340,0
TCP-mean,Cliente_340,2.2942271880819365
TCP-stdDev,Cliente_384,3.9519093565303907
Errores-TCP,Cliente_384,0
Errores-RMI,Cliente_384,0
TCP-stdDev,Cliente_340,3.690420460287899
Errores-TCP,Cliente_340,0
Errores-RMI,Cliente_340,0
RMI,Cliente_17,417
RMI,Cliente_436,0
TCP-mean,Cliente_17,2.4285714285714284
RMI,Cliente_2,0
TCP-mean,Cliente_2,2.269158878504673
TCP-stdDev,Cliente_17,3.152876590952091
RMI,Cliente_411,0
TCP-mean,Cliente_411,2.4504672897196262
RMI,Cliente_168,131
TCP-mean,Cliente_168,2.9740259740259742
TCP-stdDev,Cliente_411,2.8179787888729018
Errores-TCP,Cliente_411,0
Errores-RMI,Cliente_411,0
TCP-stdDev,Cliente_168,14.892417936383078
Errores-TCP,Cliente_168,0
RMI,Cliente_237,0
RMI,Cliente_147,0
TCP-mean,Cliente_147,2.2779850746268657
TCP-stdDev,Cliente_147,2.683413753581717
RMI,Cliente_414,0
TCP-mean,Cliente_414,2.3869158878504675
RMI,Cliente_125,123
TCP-mean,Cliente_125,2.8382899628252787
RMI,Cliente_95,131
TCP-mean,Cliente_95,2.7962962962962963
TCP-stdDev,Cliente_414,3.0272619290899994
Errores-TCP,Cliente_414,0
Errores-RMI,Cliente_414,0
TCP-stdDev,Cliente_95,14.9160361500878
RMI,Cliente_402,0
TCP-mean,Cliente_402,2.2411214953271026
RMI,Cliente_8,0
TCP-mean,Cliente_8,2.3614232209737827
TCP-stdDev,Cliente_402,2.759485028180604
Errores-TCP,Cliente_402,0
Errores-RMI,Cliente_402,0
TCP-stdDev,Cliente_8,3.057270244062271
Errores-TCP,Cliente_8,0
Errores-RMI,Cliente_8,0
RMI,Cliente_136,2
TCP-mean,Cliente_136,2.2793296089385473
TCP-stdDev,Cliente_136,2.3509974738970736
Errores-TCP,Cliente_136,0
Errores-RMI,Cliente_136,0
RMI,Cliente_40,0
TCP-mean,Cliente_40,2.88682745825603
RMI,Cliente_128,8
TCP-mean,Cliente_128,2.2099447513812156
RMI,Cliente_233,111
RMI,Cliente_273,0
RMI,Cliente_265,0
RMI,Cliente_173,0
RMI,Cliente_159,0
RMI,Cliente_262,131
RMI,Cliente_150,0
RMI,Cliente_327,0
RMI,Cliente_421,0
RMI,Cliente_84,2
RMI,Cliente_221,0
RMI,Cliente_80,2
RMI,Cliente_350,0
RMI,Cliente_198,0
RMI,Cliente_404,0
RMI,Cliente_151,0
RMI,Cliente_471,0
RMI,Cliente_24,0
RMI,Cliente_383,0
RMI,Cliente_182,0
RMI,Cliente_139,0
RMI,Cliente_304,8
TCP-mean,Cliente_139,2.48975791433892
RMI,Cliente_277,0
RMI,Cliente_424,0
TCP-stdDev,Cliente_139,3.8727894922957673
TCP-mean,Cliente_277,2.1860036832412524
RMI,Cliente_58,8
TCP-mean,Cliente_58,2.28544776119403
TCP-stdDev,Cliente_277,3.6886700323722623
Errores-TCP,Cliente_277,0
Errores-RMI,Cliente_277,0
TCP-stdDev,Cliente_58,3.414009354723128
Errores-TCP,Cliente_58,0
Errores-RMI,Cliente_58,0
RMI,Cliente_364,0
RMI,Cliente_65,2
RMI,Cliente_27,0
RMI,Cliente_201,8
RMI,Cliente_412,0
RMI,Cliente_393,8
RMI,Cliente_231,395
RMI,Cliente_22,0
RMI,Cliente_223,42
RMI,Cliente_465,0
RMI,Cliente_216,2
RMI,Cliente_482,0
RMI,Cliente_4,0
RMI,Cliente_213,0
RMI,Cliente_174,73
RMI,Cliente_274,8
RMI,Cliente_243,0
RMI,Cliente_329,0
RMI,Cliente_28,0
RMI,Cliente_475,0
RMI,Cliente_420,0
RMI,Cliente_51,415
RMI,Cliente_413,0
RMI,Cliente_349,0
RMI,Cliente_169,0
RMI,Cliente_430,2
RMI,Cliente_396,0
RMI,Cliente_341,0
RMI,Cliente_301,2
RMI,Cliente_336,2
RMI,Cliente_129,0
RMI,Cliente_186,0
RMI,Cliente_19,0
RMI,Cliente_229,50
RMI,Cliente_91,0
RMI,Cliente_318,0
RMI,Cliente_177,0
RMI,Cliente_337,0
RMI,Cliente_242,0
RMI,Cliente_365,0
RMI,Cliente_120,0
TCP-mean,Cliente_120,1.9591078066914498
TCP-stdDev,Cliente_120,2.5356566396745706
Errores-TCP,Cliente_120,0
Errores-RMI,Cliente_120,0
RMI,Cliente_491,0
TCP-mean,Cliente_491,2.460674157303371
TCP-stdDev,Cliente_491,2.9371296586385705
Errores-TCP,Cliente_491,0
Errores-RMI,Cliente_491,0
RMI,Cliente_50,0
TCP-mean,Cliente_50,2.4806629834254146
TCP-stdDev,Cliente_50,4.551636817545146
Errores-TCP,Cliente_50,0
Errores-RMI,Cliente_50,0
RMI,Cliente_154,8
TCP-mean,Cliente_154,2.1529850746268657
RMI,Cliente_82,0
TCP-mean,Cliente_82,2.7116104868913857
TCP-stdDev,Cliente_82,4.806672175875105
Errores-TCP,Cliente_82,0
Errores-RMI,Cliente_82,0
TCP-stdDev,Cliente_154,2.325016138557615
Errores-TCP,Cliente_154,0
Errores-RMI,Cliente_154,0
RMI,Cliente_453,131
RMI,Cliente_321,0
TCP-mean,Cliente_453,3.061224489795918
RMI,Cliente_489,8
RMI,Cliente_162,0
TCP-mean,Cliente_489,2.147940074906367
TCP-mean,Cliente_162,2.638888888888889
TCP-stdDev,Cliente_162,5.624777087489836
TCP-stdDev,Cliente_453,14.96371490042561
RMI,Cliente_456,8
RMI,Cliente_10,2
RMI,Cliente_366,2
RMI,Cliente_219,0
RMI,Cliente_214,0
RMI,Cliente_45,0
TCP-mean,Cliente_45,2.319702602230483
RMI,Cliente_130,0
RMI,Cliente_23,0
RMI,Cliente_202,0
RMI,Cliente_291,0
RMI,Cliente_73,0
RMI,Cliente_344,2
TCP-mean,Cliente_344,2.6299065420560748
TCP-stdDev,Cliente_344,4.042004105332802
Errores-TCP,Cliente_344,0
Errores-RMI,Cliente_344,0
RMI,Cliente_375,0
TCP-mean,Cliente_375,2.108411214953271
RMI,Cliente_131,0
RMI,Cliente_446,0
RMI,Cliente_212,0
RMI,Cliente_354,2
TCP-mean,Cliente_212,2.416044776119403
RMI,Cliente_288,0
TCP-mean,Cliente_288,2.235074626865672
TCP-stdDev,Cliente_288,2.294697244124373
Errores-TCP,Cliente_288,0
Errores-RMI,Cliente_288,0
TCP-stdDev,Cliente_212,3.484031272598299
Errores-TCP,Cliente_212,0
Errores-RMI,Cliente_212,0
RMI,Cliente_444,0
TCP-mean,Cliente_444,2.2238805970149254
RMI,Cliente_486,8
TCP-mean,Cliente_486,2.2324723247232474
TCP-stdDev,Cliente_444,3.161432206719486
Errores-TCP,Cliente_444,0
Errores-RMI,Cliente_444,0
TCP-stdDev,Cliente_486,4.2078621911504985
Errores-TCP,Cliente_486,0
Errores-RMI,Cliente_486,0
RMI,Cliente_355,0
RMI,Cliente_79,0
RMI,Cliente_108,0
RMI,Cliente_385,0
RMI,Cliente_89,0
RMI,Cliente_153,0
RMI,Cliente_311,0
TCP-mean,Cliente_311,2.2453531598513012
RMI,Cliente_165,0
TCP-mean,Cliente_165,2.9371534195933457
TCP-stdDev,Cliente_311,2.324755006838539
Errores-TCP,Cliente_311,0
Errores-RMI,Cliente_311,0
TCP-stdDev,Cliente_165,13.981097829500007
Errores-TCP,Cliente_165,0
Errores-RMI,Cliente_165,0
RMI,Cliente_460,8
TCP-mean,Cliente_460,2.5495327102803738
RMI,Cliente_61,0
RMI,Cliente_176,0
RMI,Cliente_481,0
RMI,Cliente_476,8
RMI,Cliente_333,0
RMI,Cliente_348,0
RMI,Cliente_415,0
RMI,Cliente_100,0
RMI,Cliente_43,0
RMI,Cliente_370,0
RMI,Cliente_249,0
RMI,Cliente_464,0
TCP-mean,Cliente_464,2.302803738317757
RMI,Cliente_320,20
TCP-stdDev,Cliente_464,2.7230225765012643
Errores-TCP,Cliente_464,0
Errores-RMI,Cliente_464,0
RMI,Cliente_283,0
RMI,Cliente_234,140
RMI,Cliente_322,0
RMI,Cliente_46,0
RMI,Cliente_161,0
RMI,Cliente_59,0
RMI,Cliente_20,0
RMI,Cliente_26,0
TCP-mean,Cliente_26,2.3906542056074764
TCP-stdDev,Cliente_26,3.86195274586156
Errores-TCP,Cliente_26,0
Errores-RMI,Cliente_26,0
RMI,Cliente_207,0
RMI,Cliente_490,2
RMI,Cliente_97,8
RMI,Cliente_307,0
RMI,Cliente_477,0
RMI,Cliente_15,0
RMI,Cliente_319,81
RMI,Cliente_208,0
TCP-mean,Cliente_208,2.1936685288640594
RMI,Cliente_275,0
RMI,Cliente_13,0
RMI,Cliente_461,0
RMI,Cliente_297,0
RMI,Cliente_312,0
TCP-mean,Cliente_312,2.2598130841121495
RMI,Cliente_498,0
RMI,Cliente_419,0
TCP-mean,Cliente_498,2.449626865671642
TCP-mean,Cliente_419,2.3824626865671643
TCP-stdDev,Cliente_498,2.806123343507858
Errores-TCP,Cliente_498,0
Errores-RMI,Cliente_498,0
RMI,Cliente_432,0
RMI,Cliente_145,0
RMI,Cliente_86,0
RMI,Cliente_144,0
TCP-mean,Cliente_86,2.3738317757009346
RMI,Cliente_180,2
RMI,Cliente_113,2
RMI,Cliente_178,70
TCP-mean,Cliente_178,2.814814814814815
RMI,Cliente_227,109
RMI,Cliente_433,0
RMI,Cliente_33,0
RMI,Cliente_171,0
TCP-mean,Cliente_33,2.2186915887850467
RMI,Cliente_467,2
RMI,Cliente_298,0
RMI,Cliente_75,0
RMI,Cliente_127,0
RMI,Cliente_6,0
RMI,Cliente_448,0
RMI,Cliente_369,0
RMI,Cliente_358,2
RMI,Cliente_342,0
RMI,Cliente_309,0
RMI,Cliente_18,334
RMI,Cliente_166,0
RMI,Cliente_268,2
TCP-mean,Cliente_166,2.474169741697417
RMI,Cliente_185,0
RMI,Cliente_374,8
RMI,Cliente_390,0
RMI,Cliente_326,2
TCP-mean,Cliente_390,2.3843283582089554
RMI,Cliente_124,0
RMI,Cliente_235,0
RMI,Cliente_295,8
RMI,Cliente_193,0
RMI,Cliente_109,0
RMI,Cliente_343,0
RMI,Cliente_367,0
RMI,Cliente_69,0
RMI,Cliente_405,0
RMI,Cliente_264,0
RMI,Cliente_426,0
RMI,Cliente_149,0
RMI,Cliente_64,91
RMI,Cliente_392,375
RMI,Cliente_72,0
RMI,Cliente_376,0
RMI,Cliente_196,0
RMI,Cliente_339,0
RMI,Cliente_345,2
TCP-mean,Cliente_339,2.1194029850746268
TCP-mean,Cliente_345,2.468283582089552
RMI,Cliente_407,0
RMI,Cliente_48,0
RMI,Cliente_123,8
RMI,Cliente_423,0
RMI,Cliente_34,0
RMI,Cliente_141,0
RMI,Cliente_192,0
RMI,Cliente_88,0
RMI,Cliente_31,0
RMI,Cliente_470,8
RMI,Cliente_459,0
RMI,Cliente_429,417
RMI,Cliente_137,0
RMI,Cliente_138,0
RMI,Cliente_351,0
RMI,Cliente_438,0
RMI,Cliente_260,0
RMI,Cliente_255,0
RMI,Cliente_188,0
RMI,Cliente_267,8
RMI,Cliente_335,0
RMI,Cliente_245,417
RMI,Cliente_437,0
RMI,Cliente_134,0
RMI,Cliente_74,0
RMI,Cliente_310,0
RMI,Cliente_328,58
RMI,Cliente_331,0
RMI,Cliente_447,2
RMI,Cliente_236,0
RMI,Cliente_409,0
RMI,Cliente_382,2
RMI,Cliente_454,0
RMI,Cliente_373,0
RMI,Cliente_199,0
RMI,Cliente_289,0
RMI,Cliente_62,30
RMI,Cliente_225,0
RMI,Cliente_276,0
RMI,Cliente_3,0
TCP-mean,Cliente_276,2.2373831775700936
RMI,Cliente_35,2
TCP-mean,Cliente_35,2.3401869158878505
TCP-stdDev,Cliente_35,2.6567093627191647
RMI,Cliente_205,0
RMI,Cliente_488,0
RMI,Cliente_68,58
TCP-mean,Cliente_68,2.7940630797773656
RMI,Cliente_25,8
TCP-mean,Cliente_25,2.417910447761194
TCP-stdDev,Cliente_25,3.800625454149217
Errores-TCP,Cliente_25,0
Errores-RMI,Cliente_25,0
RMI,Cliente_104,0
RMI,Cliente_98,0
RMI,Cliente_112,58
RMI,Cliente_36,8
RMI,Cliente_395,0
TCP-mean,Cliente_395,2.350093109869646
RMI,Cliente_443,58
TCP-mean,Cliente_443,2.8719851576994433
TCP-stdDev,Cliente_443,13.742136694124383
Errores-TCP,Cliente_443,0
Errores-RMI,Cliente_443,0
RMI,Cliente_303,0
RMI,Cliente_352,0
TCP-mean,Cliente_352,2.388785046728972
RMI,Cliente_293,0
RMI,Cliente_379,0
RMI,Cliente_427,0
RMI,Cliente_346,0
RMI,Cliente_78,0
TCP-mean,Cliente_78,2.8940520446096656
TCP-stdDev,Cliente_78,15.372267851456355
Errores-TCP,Cliente_78,0
Errores-RMI,Cliente_78,0
RMI,Cliente_67,0
RMI,Cliente_347,0
RMI,Cliente_473,0
RMI,Cliente_115,0
TCP-mean,Cliente_115,2.376163873370577
TCP-stdDev,Cliente_115,2.3158489229336974
Errores-TCP,Cliente_115,0
Errores-RMI,Cliente_115,0
RMI,Cliente_487,131
TCP-mean,Cliente_487,2.8011152416356877
TCP-stdDev,Cliente_487,15.330541432544708
Errores-TCP,Cliente_487,0
Errores-RMI,Cliente_487,0
RMI,Cliente_400,8
TCP-mean,Cliente_400,3.191449814126394
TCP-stdDev,Cliente_400,15.341665251646658
Errores-TCP,Cliente_400,0
Errores-RMI,Cliente_400,0
RMI,Cliente_377,0
TCP-mean,Cliente_377,2.361266294227188
TCP-stdDev,Cliente_377,2.5353788439861313
Errores-TCP,Cliente_377,0
Errores-RMI,Cliente_377,0
RMI,Cliente_281,0
TCP-mean,Cliente_281,3.064935064935065
TCP-stdDev,Cliente_281,15.867770351942347
Errores-TCP,Cliente_281,0
Errores-RMI,Cliente_281,0
RMI,Cliente_190,0
TCP-mean,Cliente_190,2.269158878504673
TCP-stdDev,Cliente_190,2.2841350932662285
Errores-TCP,Cliente_190,0
Errores-RMI,Cliente_190,0
RMI,Cliente_445,0
TCP-mean,Cliente_445,2.3470149253731343
TCP-stdDev,Cliente_445,3.184458301095966
Errores-TCP,Cliente_445,0
Errores-RMI,Cliente_445,0
RMI,Cliente_140,0
TCP-mean,Cliente_140,3.0726256983240225
TCP-stdDev,Cliente_140,15.759019030866307
Errores-TCP,Cliente_140,0
Errores-RMI,Cliente_140,0
RMI,Cliente_381,0
TCP-mean,Cliente_381,2.285981308411215
RMI,Cliente_110,0
RMI,Cliente_257,2
RMI,Cliente_189,0
RMI,Cliente_403,0
RMI,Cliente_57,367
RMI,Cliente_38,0
RMI,Cliente_103,0
RMI,Cliente_271,0
RMI,Cliente_361,0
RMI,Cliente_0,0
RMI,Cliente_371,0
TCP-mean,Cliente_371,2.3009345794392524
RMI,Cliente_363,8
RMI,Cliente_117,0
RMI,Cliente_466,0
TCP-mean,Cliente_466,2.462686567164179
TCP-stdDev,Cliente_466,3.5485055008861783
Errores-TCP,Cliente_466,0
Errores-RMI,Cliente_466,0
RMI,Cliente_60,0
TCP-mean,Cliente_60,2.416206261510129
TCP-stdDev,Cliente_60,4.3977931400392
Errores-TCP,Cliente_60,0
Errores-RMI,Cliente_60,0
RMI,Cliente_368,0
TCP-mean,Cliente_368,2.3526119402985075
TCP-stdDev,Cliente_368,3.0659286604391496
Errores-TCP,Cliente_368,0
Errores-RMI,Cliente_368,0
RMI,Cliente_204,0
TCP-mean,Cliente_204,2.3165735567970205
RMI,Cliente_362,0
RMI,Cliente_206,0
RMI,Cliente_41,0
RMI,Cliente_317,0
RMI,Cliente_107,0
RMI,Cliente_244,0
RMI,Cliente_408,0
RMI,Cliente_63,73
RMI,Cliente_497,0
RMI,Cliente_431,0
TCP-mean,Cliente_431,2.3563432835820897
RMI,Cliente_360,0
RMI,Cliente_463,0
RMI,Cliente_55,415
RMI,Cliente_455,0
RMI,Cliente_246,0
RMI,Cliente_495,0
RMI,Cliente_458,0
RMI,Cliente_334,0
RMI,Cliente_332,2
RMI,Cliente_250,0
RMI,Cliente_380,0
RMI,Cliente_305,0
RMI,Cliente_155,0
RMI,Cliente_308,0
RMI,Cliente_167,0
RMI,Cliente_292,0
RMI,Cliente_294,0
RMI,Cliente_179,0
TCP-mean,Cliente_179,2.5365853658536586
TCP-stdDev,Cliente_179,4.852908952460769
Errores-TCP,Cliente_179,0
Errores-RMI,Cliente_179,0
RMI,Cliente_259,0
TCP-mean,Cliente_259,2.689719626168224
TCP-stdDev,Cliente_259,5.908412101931489
Errores-TCP,Cliente_259,0
Errores-RMI,Cliente_259,0
RMI,Cliente_418,0
TCP-mean,Cliente_418,2.912639405204461
TCP-stdDev,Cliente_418,15.432843727720675
Errores-TCP,Cliente_418,0
Errores-RMI,Cliente_418,0
RMI,Cliente_441,70
TCP-mean,Cliente_441,2.979553903345725
